id,customer_text,actual_brand_reply,your_intent,your_escalate_decision,notes,prior_context
140,@XboxSupport Would like to know cause I'd like this game asap and would be willing to spend $20 as it's on sale atm. But don't really want to if I get the free code.,@529152 Hi there! Would you be able to send us a screen shot of the promotion that you are referring to?  ^JA,purchase_store,AUTO_HANDLE,,"[{""author"": ""529152"", ""text"": ""@XboxSupport I purchased 1 year subsricption to Xbox Gold and promotion said I would receive a free digital download code for Rainbow Six Siege. Still haven't received it and was wondering when or if I will? Promotion was right on my Xbox one's home screen."", ""inbound"": true}]"
141,@XboxSupport why does my Xbox keep freezing my games,"@488205 Hi there, if your games on Xbox One are freezing, please try these steps: https://t.co/ouleFx48g2 . ^ZM",game_app_crash,AUTO_HANDLE,,[]
142,"@XboxSupport redeemed a game code via xbox app, said it was good and would dl to home console game isn’t in my list not in dl list and code is used wtf?","@668922 Hello, thanks for reaching out to us. Can you DM us your gamertag and which game this is for? ^CO",purchase_store,ESCALATE,,[]
143,@XboxSupport Will have to do this tomorrow as I'm sick as a dog.,"@377925 Alright, get well soon and have a good night!  ^BL",noise_other,AUTO_HANDLE,,"[{""author"": ""377925"", ""text"": ""@XboxSupport  I requested a refund for remaining Groove Music subscription and you guys cancel it without giving me squad. 9 months gone."", ""inbound"": true}, {""author"": ""377925"", ""text"": ""@XboxSupport Telling me to file dispute with my credit card company. How can I? These were pre-paid codes."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@377925 Hi! We aren't able to process refunds over twitter, lets try reaching out to our chat team here: https://t.co/qSynA8awv1 ^CO"", ""inbound"": false}]"
144,@129141 They didnt fix the servers on xbox one 😠😠😠😠,@240391 Official Xbox Support here. Are you still seeing this? If so could you tweet us more details? We'd love to help. ^IS,network_service,AUTO_HANDLE,,"[{""author"": ""129141"", ""text"": ""Ranked Play Season 1 is now live on PS4 and Xbox One! #CODWWII https://t.co/5GDuBaNnwI https://t.co/X1re0G69JU"", ""inbound"": true}]"
145,"@XboxSupport I get this message when I want to purchase a game in the store, any suggestions? https://t.co/UERuOdVoSj",@514975 Hi there! Let's try a full power cycle of the console and check again: https://t.co/QENEhDawC3  ^BL,purchase_store,AUTO_HANDLE,,[]
146,@XboxSupport @ATVIAssist Hello? Can someone please respond? #XboxHelp I own the game but can’t play it. How can I get my money back ???,"@669109 Hey there, what is the status of the purchase here: https://t.co/hLdh6O4RFD ^XS",billing_subscription,ESCALATE,,"[{""author"": ""669109"", ""text"": ""@XboxSupport @ATVIAssist can you please let me know why I can’t play Call of Duty WWII on my Xbox One? It says I’m not the owner of the game and redirect me to the store. Obviously I can’t buy the game again (twice) and it says play (where normally it says “buy”). I can’t play!"", ""inbound"": true}]"
147,@XboxSupport Can you fix the glitch in the update where you cannot click buttons and therefore can not leave a party?,"@237624 Hey there! We'd like to DM so we can collect more info, let us know when you're Following us? https://t.co/FIM7KsmdfD  ^FH",game_app_crash,AUTO_HANDLE,,[]
148,@XboxSupport It should ignore this setting by default when watching tv through the pass through..,"@820070 Just to clarify, do you currently have this setting turned off?  ^JA",howto_general,AUTO_HANDLE,,"[{""author"": ""820070"", ""text"": ""@XboxSupport Please make it stop.. . https://t.co/9ojJJRvxek"", ""inbound"": true}, {""author"": ""820070"", ""text"": ""@XboxSupport Why do I pay $60 a year for ads interrupting the basketball game? https://t.co/oX2Jxx4py7"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@820070 Hey there! If you would like to turn this setting off, let's have you navigate to Settings &gt; Preferences &gt; Idle Options &gt; are you then able to turn off the option \""Show me things when idle\"" ^JA"", ""inbound"": false}]"
149,@XboxSupport Ok thanks. The game it’s self isn’t loading up even though the disc is in the console,@500471 When looking at the Home screen on the console doe that disc appear or a blank disc appears in the row of tabs? ^JL,game_app_crash,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@500471 We'd be happy to help your brother! Can he Tweet us directly for assistance with his account? ^EZ"", ""inbound"": false}, {""author"": ""500471"", ""text"": ""@XboxSupport He’s not on Twitter unfortunately"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@500471 Thanks for clarifying. If he does not have a Twitter account, our chat team could help as well: https://t.co/lUV7XYl61S  ^EZ"", ""inbound"": false}]"
150,@XboxSupport I got a question,"@455069 Do you have an Xbox Support question for us? If so, can you DM us your Gamertag and what's going on so we can assist? ^BZ",noise_other,AUTO_HANDLE,,[]
151,@XboxSupport don't think thats how you spell it https://t.co/IGG7SoKoNz,@796646 Hey there! Mind sending us a direct message https://t.co/nPX1yNXCi5 with your Gamertag so we can further assist?  ^JA,noise_other,AUTO_HANDLE,,[]
152,@XboxSupport Im experiencing some type of bofa error,@472729 Hi again! Mind sending us a direct message https://t.co/nPX1yNXCi5 with your Gamertag so we can further assist?  ^JA,noise_other,AUTO_HANDLE,likely joke/meme reference,"[{""author"": ""ATVIAssist"", ""text"": ""We are aware of connectivity issues with WWII and are working on a solution now, we appreciate your patience."", ""inbound"": false}, {""author"": ""472729"", ""text"": ""@ATVIAssist @XboxSupport This dude must be waiting for the servers aswell at least were not alone😭😂 https://t.co/j2DB1aVVQ0"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@472729 still experiencing this, please send us your gamertag &amp; a photo of your detailed network stats.  2 ^ZM"", ""inbound"": false}]"
153,@XboxSupport I would also like Edge fixed. It used to not be a problem before the recent update to the Xbox OS.,@333622 Would you mind letting us know what is going on with the app exactly?  ^RR,game_app_crash,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@333622 Hi there! Do you see this happen with the YouTube app as well?  ^BL"", ""inbound"": false}, {""author"": ""333622"", ""text"": ""@XboxSupport Unfortunately, it is not possible to watch at 2x speed at all on the Xbox version of the app."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@333622 Thank you for letting us know that. You will want to reach out to the folks at Youtube to see that feature added.  ^BL"", ""inbound"": false}]"
154,@XboxSupport Power strip and in an open space,@198241 Thanks for that! We recommend plugging the console directly into a wall outlet since it has a built-in power supply.   ^RR,hardware_issue,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@198241 Hey there! Let's try a fresh start by unplugging the console for a full 5 minutes then check again.  ^BL"", ""inbound"": false}, {""author"": ""198241"", ""text"": ""@XboxSupport That worked. I’ve been having this issue for a while now and sucks I have to keep messing with it to finally boot up. Wish I can find a permanent solution."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@198241 Do you have your console plugged into a wall outlet or a power strip? Is the console in a weel-ventilated area?  ^RR"", ""inbound"": false}]"
155,@XboxSupport Cheers I’ll give it ago,@194265 HI again! We just wanted to check with you to see if these steps helped to resolve this issue. 1/2 ^JA,noise_other,AUTO_HANDLE,,"[{""author"": ""194265"", ""text"": ""@XboxSupport Been three days and still can’t access the beta for @116089 battlefront 2 I’ve pre ordered but cant get past agreement page"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@194265 https://t.co/K9uQAXh0DA and at step seven select \""Reset and keep my games &amp; apps\""  2 ^JS"", ""inbound"": false}]"
156,@XboxSupport It shows me connected to Wi-Fi but won't connect to Xbox Live to download my digital purchases or message anyone on my friend's list. Also: https://t.co/jk7okxbP6O,@289981 your patience as our teams are currently looking into this issue. Stay updated here: https://t.co/dG2dbIAHPz  2 ^CO,network_service,AUTO_HANDLE,,"[{""author"": ""289981"", ""text"": ""@XboxSupport take hours as is."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@289981 It doesn't appear that servers are currently down, could you let us know what you're trying to do and any errors you see? ^JS"", ""inbound"": false}]"
157,@XboxSupport Mine is.,"@251869 Let's have you try reaching out to chat: https://t.co/aWWrMN54Vu support as they will be better equipped to assist you further.
 ^RR",noise_other,AUTO_HANDLE,"no context, unparseable","[{""author"": ""251869"", ""text"": ""@XboxSupport My fiancée’s Xbox one x isn’t working. She barely can start up the console and even when she does it eventually turns to a black screen and she can’t do anything on it. What should we do?"", ""inbound"": true}, {""author"": ""251869"", ""text"": ""@XboxSupport We’ve already tried doing the offline update step for step and it worked that night then stopped working after about an hour."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@251869 Thanks for that! Would you mind letting us know if you are in the Preview program  1 ^RR"", ""inbound"": false}]"
158,@XboxSupport check your DM'S plz,"@335093 Hey there, let's try removing the profile then adding it back using the steps outlined here: https://t.co/dVcem36rc1 ^XS",noise_other,ESCALATE,DM request suggests private account issue,[]
159,@XboxSupport You guys did me a solid a few months ago when I purchased what I thought was forza 6 in a Gold deal but was only add on packs. I did not know till way past the 2 day refund window,@771790 Glad we were able to get you taken care of! Do let us know if you need help troubleshooting anything in the future.  ^JL,noise_other,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""Wondering what to do if you accidentally purchased a game? Check for next steps here: https://t.co/55NTGyR6pX"", ""inbound"": false}]"
160,Ajuda Ae Quero resgatar esse código mas sempre aparece isso @166780 @185162 @XboxSupport https://t.co/5avmFIoZGX,@336900 Hi there! Let's be sure to work through all the steps here: https://t.co/68OMKgqFqa ^BL,purchase_store,AUTO_HANDLE,,[]
161,@XboxSupport I'm looking for a license or permission to build a warthog that falls outside the Game Content Usage Rules. Who do I talk to?,@130628 Hi there. That's not something we would have much insight into here. You can check here:  1 ^BZ,howto_general,AUTO_HANDLE,,[]
162,@458574 It sucks so much to much time wasted and to complicated,"@619708 Hello, thanks for reaching out to us. Once your console is updated, you cannot remove the update. ^CO",noise_other,AUTO_HANDLE,"vague complaint, no clear actionable ask","[{""author"": ""619708"", ""text"": ""@XboxSupport is there any way how to get rid of this new update on Xbox One it takes way to much time"", ""inbound"": true}, {""author"": ""458574"", ""text"": ""@619708 Sorry there is no way I know of to rollback the update #XboxHelp"", ""inbound"": true}]"
163,@XboxSupport That's unfortunate. There are a lot of people who use Kinect and I'm one of them.,@197497 Totally understand the frustration regarding this! However we wouldn't be able to speculate on why this was removed. 1/2 ^TJ,noise_other,AUTO_HANDLE,,"[{""author"": ""197497"", ""text"": ""@XboxSupport Why doesn't my Kinect scan codes when I redeem a code anymore? Cortana use a code and the camera in the Kinect won't turn on."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@197497 Feature return, be sure to let us know via the link here https://t.co/Ub2WjDyEcS 2/2 ^TJ"", ""inbound"": false}]"
164,When will the servers be back up? @XboxSupport,@291571 Heya! Let's power down the console and unplug it for about 30 seconds then reboot and try again. ^JL,network_service,AUTO_HANDLE,,[]
165,"@XboxSupport I guess this is why Xbox switched to Bluetooth.  It ruins multiplayer experience with constant disconnects.  Not fun, not an easy fix.",@363683 Are you having the same issues with multiple controllers?  ^JL,hardware_issue,AUTO_HANDLE,,"[{""author"": ""363684"", ""text"": ""@XboxSupport I’ve had issues with my elite controller since the update. Wasn’t turning on the console. Had to reboot system and it’s been ok"", ""inbound"": true}, {""author"": ""363683"", ""text"": ""@363684 @XboxSupport Same here"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@363683 Heya! Let's see if we can get that solved with these steps https://t.co/HtCyvLolGR Be sure to try all of them. ^JL"", ""inbound"": false}]"
166,"How, sway?! #NoGlitching #FuckThat #ImSnitching @115786 @117044 this isn’t right https://t.co/HEdSzyZbz8","@381007 Want to know how to report users on Xbox Live? Official Xbox Support here, send us a tweet and we can help. 
 ^RR",enforcement_ban,AUTO_HANDLE,,[]
167,@120009 That's the first thing I checked,@120007 Hi there! Have you tried resetting you router/modem and then power cycle: https://t.co/QENEhDawC3  ^JA,network_service,AUTO_HANDLE,,"[{""author"": ""120007"", ""text"": ""@XboxSupport are xbl chat services having issues?"", ""inbound"": true}, {""author"": ""120009"", ""text"": ""@120007  #XboxHelp Please keep an eye on the Xbox Live Service Status page for the latest info: https://t.co/nl562f3z3l"", ""inbound"": true}]"
168,@XboxSupport Why have you replied to others who only reported issues much more recently than I did?,@251523 Hi there! Do you mind DM'ing us your Gamertag so we can gather a bit of info?  ^JL,noise_other,AUTO_HANDLE,"complaint about response time, no specific issue stated","[{""author"": ""251523"", ""text"": ""@XboxSupport Hi, I am having social issues on xbox live, and I am unable to use your chat function on the support site, please can you assist?"", ""inbound"": true}]"
169,"@XboxSupport Already did all that, I just wanna get more info of his actions to you folks. Looks like they were using destruction v1.","@503067 Don't worry, our enforcement team has everything they need if someone is reported. Thank you! ^CO",enforcement_ban,AUTO_HANDLE,,"[{""author"": ""503067"", ""text"": ""@XboxSupport so I talk to you guys about an in game hacker? I have pictures and videos as proof to go with my in game report."", ""inbound"": true}, {""author"": ""503067"", ""text"": ""@XboxSupport Aimbot, target boxes through walls, full auto mod, god mode mod, full prestige mod, got a lot of stuff to share so you can ban this person"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@503067 Hello, thanks for reaching out to us. We recommend reporting and blocking this player. We appreciate your help. ^CO"", ""inbound"": false}]"
170,@XboxSupport And before you ask my internet is doing just fine,"@664063 Hey, could you direct message us and explain in detail what issue you are experiencing?
 ^RM",network_service,AUTO_HANDLE,"preemptive defense about internet, unclear primary issue","[{""author"": ""664063"", ""text"": ""@XboxSupport hey is there something going on with installing games because I’m installing a game and it’s going so painfully slowww"", ""inbound"": true}]"
171,@178026 @115890 @XboxSupport this is a joke. I just bought a 12 month live sub and my account won't access my franchise mode,"@463169 Hey, would you like to direct message us and explain what issue you are experiencing? ^RM",game_app_crash,AUTO_HANDLE,"franchise mode access issue, not billing dispute",[]
172,@XboxSupport I don't have a gamertag i wanted to buy it for Windows 10.,"@433531 Hmm, what is the account name that you see when you sign into the Xbox app on your Windows 10 PC? ^EZ",account_signin,AUTO_HANDLE,,"[{""author"": ""433531"", ""text"": ""@XboxSupport i ser two different prices. One from Windows Store and other from web. The store does not say anything about how many 1/2 https://t.co/fdEImxKP1U"", ""inbound"": true}, {""author"": ""433531"", ""text"": ""@XboxSupport Episodes but both says 15GB 2/2"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@433531 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ"", ""inbound"": false}]"
173,@115786 @XboxSupport I filed a review but nobody has checked it in 10 hours. I get banned for no reason and this is what I get in return?,@209081 Hi there! We are a separate team from Enforcement so we would not be able to speculate. We'd recommend continuing to keep an eye on the status of your case review here: https://t.co/U1yn6tCbse ^JA,enforcement_ban,ESCALATE,,[]
174,😫 @XboxSupport pls help https://t.co/VZcMut1GCG,"@130207 Hello, thanks for reaching out to us. Can you DM us your gamertag and let us know if you're using an external drive? ^CO",game_app_crash,AUTO_HANDLE,,[]
175,@XboxSupport Hey! J’ai acheté Batman: Return To Arkham hier. Les jeux fait que de crasher quand je le lance sur ma Xbox One X,"@232177 Hello there! We are an English only support channel, if you are able to translate for us we would be more than  1 ^XS",game_app_crash,AUTO_HANDLE,,[]
176,@XboxSupport so can you please help me https://t.co/4IWhK9wTw9,@805491 Hi there. Not quite sure we understand. Can you DM us your Gamertag and clarify what it is exactly you're trying to do? ^BZ,noise_other,AUTO_HANDLE,"vague request with link, no clear issue stated","[{""author"": ""805491"", ""text"": ""@XboxSupport Hello''\nGays i can't find download 4k games in transfer and storage \nHow to find it in xbox one x?"", ""inbound"": true}]"
177,@XboxSupport please someone help quick my Xbox is making a really weird noise idk what to do,"@649636 is making and if possible, what part of the console is making the noise?  2 ^RM",hardware_issue,AUTO_HANDLE,,[]
178,@117353 Fix lag on Xbox please!,"@741195 Experiencing lag in your game? Official Xbox Support here, send us a tweet and we can help.  
 ^RR",network_service,AUTO_HANDLE,,"[{""author"": ""117353"", ""text"": ""Day 2 winners selected. Day 3 of the giveaway starts now! Today we will be selecting 9 winners instead of 3. Tweet at us with #Fortnitemares https://t.co/09S3NSOm3g"", ""inbound"": true}, {""author"": ""117353"", ""text"": ""We made the decision to hold off giveaways over this weekend. To make up for this we are selecting 9 winners today. 3 Signed, 6 unsigned.GL!"", ""inbound"": true}]"
179,@769333 @XboxSupport Nice one ill try that. Thought I might have to call   in the ghostbusters 😂,"@769332 to one, it can cause this issue. We would recommend plugging it directly into the wall. https://t.co/nflNKVHhMm  2 ^XS",noise_other,AUTO_HANDLE,,"[{""author"": ""769332"", ""text"": ""@XboxSupport was just sitting in my living room with the wife watching TV, the next minute the xbox turned on automatically?! Any reason for this?"", ""inbound"": true}, {""author"": ""769333"", ""text"": ""@769332 @XboxSupport Dude, had the same problem and had to unplug the power brick every night. Turned off the auto update feature (which worked fine and didn't actually power on the Xbox before) and now I'm good. Turned it back after awhile and now I have no issues. I don't get it lol."", ""inbound"": true}]"
180,@XboxSupport I just reported a blatant griefer on both rainbow six siege and fortnite with video proof for both. I'm sure they still terrorizing lobbies and talking mad shit as I type this. You only ban folks for cussing so suck a dick you're support team is ass🖕🏿,@792394 Hi there! We're not responsible for any suspensions here at Support; if you've  1 ^QZ,enforcement_ban,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""Our Enforcement team works hard to keep Xbox Live safe &amp; fun for everyone. Check out their site for details on the Xbox Live harassment policies: https://t.co/3ZLGbtXTH3"", ""inbound"": false}]"
181,@XboxSupport Why does my xbox not download games? its brand-new🤷🏽‍♂️,@172930 Hello! Would you mind following us and sending a DM when you are so we can gather more info?  ^RR,game_app_crash,AUTO_HANDLE,,[]
182,@XboxSupport it’s says my connections good &amp; that it’s on Xbox lives end But the websites says everything’s fine It keeps logging me out too,"@533729 Hi there! We'd be happy to help with this. Could you follow us back &amp; DM your GamerTag when you get a chance? 
 ^TJ",network_service,AUTO_HANDLE,,[]
183,@XboxSupport Yet you don’t communicate with them. Infact apparently no one at xbox does,"@308960 Hi there! Did you have a question regarding a current suspension? If so, DM us your gamertag and more details and we can take a look.  ^QZ",enforcement_ban,ESCALATE,,"[{""author"": ""XboxSupport"", ""text"": ""Our Enforcement team works hard to keep Xbox Live safe &amp; fun for everyone. Check out their site for details on the Xbox Live harassment policies: https://t.co/3ZLGbtXTH3"", ""inbound"": false}]"
184,@XboxSupport I need some help.,@673368 Heyo! We'd like to Direct Message so we can collect some more information. Can you follow and  1 ^BZ,noise_other,AUTO_HANDLE,,[]
185,"@XboxSupport your marketplace is terrible,you charged me for a game and its not even in my ready to install. Its gone!",@479872 Hi there! Let's try a full power cycle: https://t.co/QENEhDawC3 then check again for the game.  ^BL,purchase_store,ESCALATE,charged but content missing,[]
186,"@XboxSupport Hello, if I preorder a game and don't get the bonuses is that on your end, or the game developers?","@486897 Just to clarify, what game are you referring to and what retailer did you buy it from? ^JS",purchase_store,AUTO_HANDLE,,[]
187,"@XboxSupport Thanks guys but I’ve already DLed some of them, but some don’t show, like AC Origins, which is def. out! :(",@292497 Sorry to hear! Can you DM us a picture of where it's missing from? https://t.co/nPX1yNXCi5  ^QZ,purchase_store,AUTO_HANDLE,,"[{""author"": ""292497"", ""text"": ""@XboxSupport Hey guys, any ETA on when the xbox one x patches not showing up for some will be fixed? I really need to get a head start here!"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@292497 can help with pre-downloading 4K assets for Xbox One X on Xbox One.  2 ^ZM"", ""inbound"": false}]"
188,@XboxSupport why is it that you won’t update us on what is going on with WW2,"@280020 Heya! Activision is working on updates for the servers, be sure to check: https://t.co/hHwSDDIDU9 for updates. ^JL",network_service,AUTO_HANDLE,,[]
189,@XboxSupport My monthly gamerscore isn't registering on the Xbox One Friends leaderboard. It says I've earned 0 &amp; that's not the case at all,@205614 Hi there! Can you DM us your Gamertag and photo of your Gamerscore on your profile and the leaderboard?  ^JL,achievements_rewards,AUTO_HANDLE,,[]
190,"@80492 on Xbox the daily rewards is glitched, got to day 5 then the next day went back to day one, please fix this","@607510 Hi, could you direct message us and explain what issue you experienced? ^RM",achievements_rewards,AUTO_HANDLE,,[]
191,@XboxSupport live down right now?,"@754550 Hello! Everything is up on our end. What is going on, on your end exactly?  ^RR",network_service,AUTO_HANDLE,,[]
192,@XboxSupport @ATVIAssist Still having issues.......this is ridiculous.,"@487880 Hi there, we're afraid we have a service alert up for COD WWII here: https://t.co/dG2dbIAHPz  1 ^ZM",network_service,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""If you ever have questions about a service alert be sure to check for details here: https://t.co/aGeeL5h3ya"", ""inbound"": false}]"
193,@178902 I had sim city. I need to find some games. For my Xbox too. I might try mafia.,@178901 Official Xbox Support here. Mafia is so much fun. If you ever have Xbox questions feel free to let us know. ^IS,noise_other,AUTO_HANDLE,,"[{""author"": ""178902"", ""text"": ""@178901 playing mobile games...why...who died?"", ""inbound"": true}, {""author"": ""178901"", ""text"": ""@178902 What u playing bub"", ""inbound"": true}, {""author"": ""178902"", ""text"": ""@178901 mobile strike, boom beach, simcity...shit like that"", ""inbound"": true}]"
194,@XboxSupport not sure what's up but my one said won't display in 4k on my 4k TV. When I switch setting just says that didn't work. So what might be the issue?,"@217746 Hi, have you tried using these troubleshooting steps on issues with 4K. https://t.co/ZD0hXh8LMU ^RM",hardware_issue,AUTO_HANDLE,,[]
195,@XboxSupport @117347 💔💔💔😔😔😔 Just when I thought Forza had permanently replaced Gran Turismo in my heart.... This happens.,"@180663 Hello! Xbox Live Services are currently experiencing issues. You can stay up to date here: https://t.co/NSXOiTMoQ9 
 ^RR",network_service,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""If you're trying to launch or download Forza 7, please know we have the proper teams investigating! Details at https://t.co/PzAdjUFMJj"", ""inbound"": false}]"
196,@XboxSupport can you guys help me I'm experiencing problem with the pre order WWE 2k18 and it says it was declined or refunded https://t.co/WBsEnw4BZO,"@315418 Hey there, can you please follow then DM us your Gamertag so that we can collect some more information from you? ^XS",purchase_store,ESCALATE,,[]
197,@XboxSupport It doesn't show up in Purchase history but does show up in Order History. However Purchase History seems to load sporadically,"@520608 To check, did you purchase that DLC on your account? If you sign into  1 ^BZ",purchase_store,AUTO_HANDLE,,"[{""author"": ""520608"", ""text"": ""@XboxSupport Can't find Destiny DLC to redownload on xbox 360"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@520608 Hi there! To make sure, do you see this content in your download history here? https://t.co/7VI1zUfXNe ^TJ"", ""inbound"": false}]"
198,I sent my Xbox in for warranty repair on the 13th of September....still haven't gotten it back ....@XboxSupport,@168285 repair? That would be the best course of action for updates on your console status.  2 ^JL,hardware_issue,ESCALATE,warranty repair status delay,[]
199,@XboxSupport Hey I need help. Sent a DM. Thanks!,"@212990 Hey there, can you please follow then DM us your Gamertag so that we can collect some more information from you? ^XS",noise_other,AUTO_HANDLE,no actionable issue stated,[]
